month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
2019-04,Mississippi,1831,0,7199,3936,341,305,0,28,9,2,1375,840,5,0,0,0,0,0,12,7,4,0,0,0,15894
2019-04,Missouri,2835,0,15972,12020,1478,943,0,13,8,1,1310,853,2,249,37,5,0,0,54,35,7,2,1,0,35825
2019-04,Montana,1417,0,2815,3704,242,266,10,2,7,0,359,557,1,25,5,2,0,0,4,3,0,0,0,0,9419
2019-04,Nebraska,3650,98,84,1318,20,5,0,0,0,0,3,39,0,46,3,0,0,0,0,1,0,0,0,0,5267
2019-04,Nevada,2524,0,4502,2535,315,258,0,0,1,0,283,104,1,1,0,0,0,0,0,0,0,0,0,0,10524
2019-04,New Hampshire,1312,0,4747,2873,207,3,128,0,17,0,0,12,0,75,5,10,0,0,0,0,0,0,0,0,9389
2019-04,New Jersey,0,0,4819,2982,213,0,0,0,0,0,0,0,0,3,0,0,0,0,91,57,2,1,2,3,8173
2019-04,New Mexico,943,0,5808,3936,609,323,0,7,6,0,391,415,0,39,0,0,0,0,4,2,0,0,0,0,12483
2019-04,New York,3926,2835,8971,12724,1521,230,0,2,2,3,56,54,5,31,66,0,3,2,321,370,13,6,13,0,31154
2019-04,North Carolina,27292,236,1487,8892,980,184,0,16,10,1,1567,1376,11,464,70,28,7,5,2,18,1,1,3,0,42651
2019-04,North Dakota,438,0,1743,2524,131,99,14,3,4,0,66,89,0,2,1,0,0,0,10,10,1,0,0,0,5135
2019-04,Ohio,14338,202,22541,11994,2104,963,0,14,7,4,1021,517,5,42,6,4,0,0,25,21,6,2,2,1,53819
2019-04,Oklahoma,3558,0,10608,7199,1334,888,10,16,11,1,1593,1246,5,0,0,0,0,0,28,19,6,3,3,0,26528
2019-04,Oregon,6320,524,13360,9875,0,11,2,0,0,0,0,0,0,138,66,3,0,0,0,0,0,0,0,0,30299
2019-04,Pennsylvania,24075,0,42418,12300,32,0,346,0,0,0,0,0,0,591,89,2,0,0,0,0,0,0,0,0,79853
2019-04,Puerto Rico,0,0,2135,162,91,17,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,2427
2019-04,Rhode Island,0,0,995,742,115,205,0,0,0,0,4,1,0,37,56,2,0,0,12,4,0,1,1,0,2175
2019-04,South Carolina,8347,286,9362,4050,702,369,1,8,10,0,843,438,1,163,5,1,0,0,14,7,0,0,0,0,24607
2019-04,South Dakota,706,0,2360,2870,193,172,0,1,5,0,109,148,3,0,0,0,0,0,5,8,0,0,1,0,6581
2019-04,Tennessee,14849,0,21848,10619,1224,0,0,0,0,0,0,0,0,75,9,0,0,0,0,0,0,0,0,0,48624
2019-04,Texas,28638,0,38994,24009,3451,2167,0,72,44,5,5349,3193,35,72,2,0,0,0,45,29,7,0,0,0,106112
2019-04,Utah,16689,52805,3365,3235,361,0,0,6,3,1,240,255,2,179,49,73,0,0,0,0,0,0,0,0,77263
2019-04,Vermont,0,0,1518,1485,122,91,0,0,0,0,6,6,0,0,0,0,0,0,3,4,1,0,0,0,3236
2019-04,Virgin Islands,82,0,24,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
2019-04,Virginia,1262,69,20270,10699,2692,0,1,0,0,0,0,0,0,50,9,0,0,0,0,0,0,0,0,0,35052
2019-04,Washington,16452,88,17631,10844,3139,873,12,17,14,2,1071,815,15,545,108,8,0,0,851,729,93,56,14,0,53377
2019-04,West Virginia,2635,0,5819,4822,318,310,3,4,6,0,784,835,1,25,0,0,0,0,13,8,0,0,0,0,15583
2019-04,Wisconsin,9159,650,14617,12535,1127,52,0,0,0,2,109,163,7,87,39,5,0,0,0,9,0,0,0,0,38561
2019-04,Wyoming,459,14,1888,1906,153,136,0,1,4,0,106,146,5,0,0,0,0,0,2,0,0,1,0,0,4821
2019-03,Alabama,31811,619,9991,6439,348,360,0,19,7,0,1257,1046,6,0,0,0,0,0,11,7,1,1,0,0,51923
2019-03,Alaska,173,4,3117,2844,355,233,0,0,1,0,197,159,1,19,15,0,0,0,11,7,0,0,0,0,7136
2019-03,Arizona,7564,484,15993,8497,1422,947,0,14,13,1,1476,782,8,103,5,2,0,0,18,8,2,0,1,0,37340
2019-03,Arkansas,3605,1179,7948,5821,467,415,32,19,20,0,1213,1499,4,0,0,0,0,0,8,13,2,0,1,0,22246
2019-03,California,46812,0,42551,28146,4299,0,1,0,0,0,724,504,19,0,0,0,0,0,0,0,0,0,0,0,123056
2019-03,Colorado,7183,0,22511,13791,1720,1371,0,0,0,0,0,0,0,271,68,0,0,0,0,0,0,0,0,0,46915
2019-03,Connecticut,8604,434,6189,2344,789,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18362
2019-03,Delaware,647,0,2407,1377,170,108,0,0,2,0,16,12,0,130,0,0,0,0,72,28,15,0,1,0,4985
2019-03,District of Columbia,300,0,112,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
2019-03,Florida,21078,0,59615,19429,3869,2526,0,41,29,1,4390,1458,9,948,117,2,0,0,245,118,46,49,30,1,114001
2019-03,Georgia,23338,0,19228,9131,784,713,0,22,21,1,2131,1401,8,7,0,0,0,0,13,4,2,0,0,0,56804
2019-03,Guam,0,0,123,53,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
2019-03,Hawaii,1126,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1129
2019-03,Idaho,5908,1,5362,5161,502,334,1,10,11,1,415,532,0,36,16,3,0,0,9,9,1,2,0,0,18314
2019-03,Illinois,18595,313540,29438,13143,0,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376018
2019-03,Indiana,44867,8962,26630,13737,2005,985,14,10,10,0,608,525,17,15,0,1,0,0,93,57,54,4,3,0,98597
2019-03,Iowa,6953,9778,204,3014,55,5,13,0,0,0,5,48,0,25,4,1,0,0,0,3,0,0,0,0,20108
2019-03,Kansas,1688,3,7807,5590,693,415,0,6,1,5,702,372,4,28,6,0,0,0,9,23,1,0,0,0,17353
2019-03,Kentucky,350354,0,15646,8110,534,781,5,15,24,2,2002,1707,4,13,11,0,0,0,33,26,1,0,0,0,379268
2019-03,Louisiana,2106,83,13050,7148,892,583,0,7,18,1,1107,934,6,0,0,0,0,0,18,10,4,2,1,0,25970
2019-03,Maine,703,1,4191,2992,380,210,2,1,0,0,108,130,5,19,5,1,0,0,10,7,0,0,1,0,8766
2019-03,Mariana Islands,0,0,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2019-03,Maryland,4123,0,4288,6080,138,42,0,4,1,0,70,168,1,50,34,1,0,0,0,24,54,3,2,0,15083
2019-03,Massachusetts,11470,0,5079,3151,644,219,4,0,0,0,4,4,0,0,1,0,0,0,41,41,8,2,2,0,20670
2019-03,Michigan,24361,11,15403,10260,903,286,0,2,2,0,10,287,0,130,8,3,0,0,12,19,0,0,1,0,51698
2019-03,Minnesota,14888,33917,12098,11981,1307,538,0,0,4,0,195,343,4,28,17,2,0,0,23,38,2,0,0,1,75386
2019-03,Mississippi,1963,0,11180,6116,430,460,1,14,12,1,1653,1228,2,0,0,0,0,0,14,9,7,0,0,0,23090
2019-03,Missouri,3000,0,23939,17749,2160,1449,0,14,9,1,1550,1156,5,261,35,2,0,0,83,58,8,3,4,1,51487
2019-03,Montana,1290,0,3703,4218,351,310,8,3,6,0,479,728,2,27,4,2,0,0,6,6,0,0,0,0,11143
2019-03,Nebraska,4576,124,146,1913,27,5,0,0,0,1,2,63,0,11,3,0,0,0,0,7,0,0,0,0,6878
2019-03,Nevada,2657,0,6661,3114,446,393,0,0,0,0,406,178,1,0,0,0,0,0,0,0,0,0,0,0,13856
2019-03,New Hampshire,1508,0,6297,3374,254,0,160,0,18,0,0,13,0,49,3,8,0,0,0,0,0,0,0,0,11684
2019-03,New Jersey,0,0,4579,3446,226,0,0,0,0,0,0,0,0,7,0,0,0,0,85,63,2,1,0,1,8410
2019-03,New Mexico,881,0,8137,5252,784,558,0,8,6,1,526,653,0,38,0,0,0,0,4,2,0,0,0,0,16850
2019-03,New York,3949,2328,10834,14996,1751,260,0,1,2,2,55,34,6,20,62,0,4,6,334,321,20,13,6,0,35004
2019-03,North Carolina,32987,84,1931,12758,1249,290,0,15,14,4,2193,1898,10,346,77,9,9,4,5,11,2,0,0,0,53896
2019-03,North Dakota,514,0,2191,2783,158,106,4,0,0,0,84,132,2,0,0,0,0,0,6,9,1,0,0,0,5990
2019-03,Ohio,16273,374,31090,17313,2208,1358,0,20,8,0,1286,750,11,42,12,8,0,0,42,25,4,2,0,0,70826
2019-03,Oklahoma,3941,0,15423,9896,1416,1167,8,21,11,2,2054,1681,10,0,0,0,0,0,39,24,8,0,3,0,35704
2019-03,Oregon,5960,425,17208,12161,0,7,3,0,0,0,0,0,0,134,49,2,0,0,0,0,0,0,0,0,35949
2019-03,Pennsylvania,27864,0,60068,16921,29,0,300,0,0,0,1,0,0,576,133,0,0,0,0,0,0,0,0,0,105892
2019-03,Puerto Rico,0,0,2238,157,98,31,0,0,0,2,23,3,0,0,0,0,0,0,0,1,0,0,1,0,2554
2019-03,Rhode Island,0,0,1201,858,159,268,0,0,0,0,3,0,0,41,80,2,0,0,15,9,2,0,2,0,2640
2019-03,South Carolina,9467,116,13957,6268,843,821,0,10,5,0,1025,645,4,117,11,1,0,0,14,6,0,0,1,1,33312
2019-03,South Dakota,682,0,3274,3450,228,215,0,0,2,1,126,187,0,0,0,0,0,0,2,6,1,0,0,0,8174
2019-03,Tennessee,19094,0,30728,15086,1463,0,5,0,0,0,0,0,0,50,7,0,0,0,0,0,0,0,0,0,66433
2019-03,Texas,34837,0,55222,31747,4092,2938,63,87,44,5,7415,4358,47,63,7,0,0,0,65,57,6,3,0,0,141056
2019-03,Utah,18552,53588,4876,4081,393,0,0,3,6,2,281,378,1,156,50,31,0,0,0,0,0,0,0,0,82398
2019-03,Vermont,0,0,2043,1693,220,82,1,0,0,0,6,2,1,0,0,0,0,0,2,4,0,0,0,0,4054
2019-03,Virgin Islands,109,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
2019-03,Virginia,1221,100,29043,14550,3547,0,0,0,0,0,0,0,0,54,12,0,0,0,0,0,0,0,0,0,48527
2019-03,Washington,18082,94,21158,13211,3329,998,6,19,21,2,1288,1053,19,518,82,14,0,0,1012,776,87,34,9,0,61812
2019-03,West Virginia,2939,0,8633,6778,469,538,4,14,8,0,1165,1278,4,1,2,2,0,0,13,11,0,0,0,0,21859
2019-03,Wisconsin,9950,664,19952,15240,1283,54,0,0,1,4,129,238,11,107,30,0,0,0,0,8,0,0,0,0,47671
2019-03,Wyoming,338,9,2497,2314,199,138,1,0,6,0,148,175,3,1,2,0,0,0,7,42,0,0,0,0,5880
2019-02,Alabama,28831,332,8278,5353,302,451,0,5,13,0,1501,1108,3,0,0,0,0,0,11,14,1,0,0,0,46203
2019-02,Alaska,189,7,2261,1904,276,176,0,2,0,0,199,144,0,26,24,0,0,0,13,11,0,0,0,1,5233
2019-02,Arizona,6444,452,13933,7135,1244,978,0,14,9,2,1704,751,5,62,9,1,0,0,19,8,4,0,1,1,32776
2019-02,Arkansas,2930,789,7144,5251,357,576,22,7,20,0,1460,1714,2,0,0,0,0,0,7,9,1,0,0,0,20289
2019-02,California,33102,0,36424,22506,3932,0,0,0,0,0,608,390,8,0,0,0,0,0,0,0,0,0,0,0,96970
2019-02,Colorado,6987,0,18697,11731,1550,1168,0,0,0,0,0,0,0,273,53,8,0,0,0,0,0,0,0,0,40467
2019-02,Connecticut,6697,412,5459,1818,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15040
2019-02,Delaware,418,0,1698,1208,124,76,0,1,3,1,14,10,2,50,0,0,0,0,51,25,0,1,0,0,3682
2019-02,District of Columbia,267,0,88,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,364
2019-02,Florida,18437,0,51711,17833,3649,2315,4,50,28,3,4970,1635,6,814,87,3,0,0,220,107,41,45,32,1,101991
2019-02,Georgia,19711,0,16172,7742,680,734,0,26,20,1,2349,1426,10,1,0,0,0,0,16,8,3,0,1,0,48900
2019-02,Guam,0,0,113,51,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
2019-02,Hawaii,1028,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1032
2019-02,Idaho,7835,0,3887,3548,394,292,0,5,5,2,424,528,3,28,8,2,0,0,3,1,0,0,0,0,16965
2019-02,Illinois,14499,139042,24870,11381,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190886
2019-02,Indiana,29574,5893,21297,11157,1623,854,12,12,11,2,743,569,27,10,1,0,0,0,59,30,13,3,2,0,71892
2019-02,Iowa,5491,7437,153,1935,60,6,2,0,0,0,2,52,0,23,16,0,0,0,0,2,2,0,0,0,15181
2019-02,Kansas,1909,5,6271,4688,593,467,0,11,8,1,760,444,10,28,11,1,0,0,11,3,1,1,0,1,15224
2019-02,Kentucky,303739,0,12027,7182,443,932,3,40,30,0,2260,1846,8,4,4,0,0,0,26,22,4,1,1,0,328572
2019-02,Louisiana,2491,119,11056,6849,727,637,1,17,12,2,1401,990,5,0,0,0,0,0,15,16,7,0,0,0,24345
2019-02,Maine,673,2,2989,2352,308,163,0,2,2,0,118,135,3,21,15,0,0,0,6,4,0,1,0,0,6794
2019-02,Mariana Islands,0,0,10,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2019-02,Maryland,3183,0,3822,4613,124,62,0,2,4,1,73,146,1,67,14,0,0,0,0,30,48,0,0,0,12190
2019-02,Massachusetts,11007,0,4359,2428,555,177,5,1,0,0,6,3,0,0,0,0,0,0,37,17,7,2,0,0,18604
2019-02,Michigan,18930,5,11272,7497,702,241,0,0,5,2,6,296,3,85,8,0,0,0,10,11,0,0,0,0,39073
2019-02,Minnesota,9567,24440,7938,7215,889,349,0,3,6,0,226,295,4,22,5,3,0,0,12,8,2,0,0,0,50984
2019-02,Mississippi,1845,0,9790,5717,393,488,0,14,23,1,1996,1393,2,0,0,0,0,0,10,9,0,0,0,0,21681
2019-02,Missouri,2326,0,19884,13773,1688,1308,1,13,7,2,1817,1291,8,233,24,5,0,0,65,46,4,1,6,0,42502
2019-02,Montana,1167,64,2391,2730,254,337,5,4,12,0,466,762,3,19,3,0,0,0,4,3,0,0,0,0,8224
2019-02,Nebraska,4029,81,122,1428,26,2,0,0,1,0,4,53,0,4,5,1,0,0,0,3,0,0,0,0,5759
2019-02,Nevada,2366,0,5541,2524,353,293,0,0,0,0,416,150,0,0,0,0,0,0,0,0,0,0,0,0,11643
2019-02,New Hampshire,1301,0,5793,2713,230,0,97,0,12,0,0,17,0,44,3,1,0,0,0,2,0,0,0,0,10213
2019-02,New Jersey,0,0,3794,2949,174,0,0,0,0,0,0,0,0,0,0,0,0,0,66,42,3,1,1,0,7030
2019-02,New Mexico,814,0,6890,4371,673,620,0,10,15,0,627,663,1,37,0,0,0,0,2,3,0,1,0,0,14727
2019-02,New York,2767,2104,8914,11566,1726,199,0,3,0,0,56,22,15,23,49,0,1,5,285,262,26,12,8,0,28043
2019-02,North Carolina,29866,2,1620,11335,1083,310,0,20,22,2,2628,2209,16,8,0,0,9,11,6,7,0,0,0,0,49154
2019-02,North Dakota,461,0,1514,1981,131,80,7,0,1,0,66,129,3,0,0,0,0,0,37,9,1,0,0,0,4420
2019-02,Ohio,12403,337,25652,13985,1635,1123,0,21,10,0,1485,755,5,44,8,0,0,0,29,20,3,2,1,0,57518
2019-02,Oklahoma,4255,0,13014,8165,1318,1126,11,19,22,2,2279,1862,17,0,0,0,0,0,25,38,9,1,3,0,32166
2019-02,Oregon,4543,370,14214,9428,0,10,0,0,0,0,0,0,0,127,34,0,0,0,0,0,0,0,0,0,28726
2019-02,Pennsylvania,22785,0,47570,13297,17,0,189,0,0,0,0,0,0,591,116,2,0,0,0,0,0,0,0,0,84567
2019-02,Puerto Rico,0,0,2129,154,83,28,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,1,0,2406
2019-02,Rhode Island,0,0,1043,624,134,198,0,0,0,0,2,1,0,32,43,0,0,0,15,7,2,1,3,0,2105
2019-02,South Carolina,7749,85,12375,5724,760,833,2,10,7,0,1374,733,4,123,9,0,0,0,11,10,0,1,1,0,29811
2019-02,South Dakota,663,0,2701,2790,243,187,0,1,3,1,170,216,1,0,0,0,0,0,9,6,0,1,0,0,6992
2019-02,Tennessee,19935,0,27213,14058,1500,0,2,0,0,0,0,0,0,67,10,0,0,0,0,0,0,0,0,0,62785
2019-02,Texas,37469,0,49130,28709,3663,3149,5,88,55,4,8585,4844,45,49,6,0,0,0,67,50,10,1,2,0,135931
2019-02,Utah,14151,5720,3463,3018,317,0,0,1,2,1,351,428,0,136,35,25,0,0,0,0,0,0,0,0,27648
2019-02,Vermont,0,0,1545,1373,163,71,4,1,0,0,4,3,3,0,0,0,0,0,2,3,0,0,0,0,3172
2019-02,Virgin Islands,72,0,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
2019-02,Virginia,1094,57,24579,12572,3168,0,0,0,0,0,0,0,0,53,9,0,0,0,0,0,0,0,0,0,41532
2019-02,Washington,13583,31,15775,10106,2927,910,2,26,17,2,1306,1018,18,462,78,2,0,0,750,546,76,27,12,0,47674
2019-02,West Virginia,2455,0,7011,5575,384,677,16,14,10,1,1281,1339,5,12,3,5,0,0,10,10,0,1,1,0,18810
2019-02,Wisconsin,8810,496,13838,9899,1017,62,0,0,0,10,157,222,4,69,21,2,0,0,0,5,0,0,0,0,34612
2019-02,Wyoming,439,11,1900,1791,168,118,0,4,3,0,167,230,4,0,0,0,0,0,2,4,0,0,1,0,4842
2019-01,Alabama,29977,266,6671,5507,343,260,0,14,17,1,1038,861,5,0,0,0,0,0,13,16,0,0,0,0,44989
2019-01,Alaska,249,10,1877,1685,290,139,0,1,0,0,137,104,0,33,34,0,0,0,11,10,2,0,0,0,4582
2019-01,Arizona,6004,533,11710,6865,1255,675,0,12,4,1,1273,567,3,90,11,0,0,0,23,13,0,0,0,0,29039
2019-01,Arkansas,2917,921,5108,5175,401,335,78,13,9,0,1038,1239,3,0,0,0,0,0,8,9,3,0,1,0,17258
2019-01,California,34585,0,35861,23195,4035,0,0,0,0,0,487,335,4,0,0,0,0,0,0,0,0,0,0,0,98502
2019-01,Colorado,7292,0,16417,11575,1796,996,0,0,0,0,0,0,0,357,54,4,0,0,0,0,0,0,0,0,38491
2019-01,Connecticut,7748,475,5368,1945,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16324
2019-01,Delaware,558,0,1684,1473,141,70,0,2,1,0,11,9,0,55,0,0,0,0,73,31,6,3,2,0,4119
2019-01,District of Columbia,253,0,101,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
2019-01,Florida,18964,0,47372,18749,3651,2132,2,58,28,1,3876,1282,10,821,82,3,0,0,212,112,35,57,39,0,97486
2019-01,Georgia,21575,0,11780,7535,670,462,0,9,9,2,1733,1024,8,1,0,0,0,0,16,10,4,0,1,0,44839
2019-01,Guam,0,0,122,42,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
2019-01,Hawaii,1064,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1068
2019-01,Idaho,5153,12,3522,3602,414,176,0,6,8,1,294,365,0,54,7,0,0,0,5,13,1,0,1,0,13634
2019-01,Illinois,16976,281803,21587,10082,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331325
2019-01,Indiana,107476,21459,17265,10423,1738,681,32,7,2,5,473,410,9,39,2,1,0,0,45,50,19,1,3,0,160140
2019-01,Iowa,6401,7499,128,1887,68,0,3,0,1,0,1,34,0,38,3,3,0,0,0,1,0,0,0,0,16067
2019-01,Kansas,1982,9,5269,4584,688,294,0,9,6,1,549,307,12,26,3,1,0,0,15,10,2,0,0,0,13767
2019-01,Kentucky,290432,0,8170,6213,510,450,4,22,21,1,1492,1202,4,6,6,0,0,0,22,13,4,0,1,0,308573
2019-01,Louisiana,2357,139,8961,7473,844,460,0,19,13,0,952,693,3,0,0,0,0,0,14,16,1,0,0,0,21945
2019-01,Maine,862,9,2652,2333,407,165,0,2,0,0,106,79,6,25,21,0,0,0,8,6,0,0,1,0,6682
2019-01,Mariana Islands,0,0,9,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2019-01,Maryland,2758,0,4254,4473,100,27,0,8,1,0,79,107,0,78,24,0,0,0,0,23,41,3,0,0,11976
2019-01,Massachusetts,12279,0,4016,2644,574,198,2,0,0,1,6,4,0,0,0,0,0,0,45,29,5,6,3,0,19812
2019-01,Michigan,19011,17,8674,6844,800,175,2,0,3,0,4,196,3,110,17,0,0,0,16,12,0,0,0,0,35884
2019-01,Minnesota,11526,24574,8031,7106,1078,345,0,3,4,1,165,234,4,29,13,0,0,0,15,15,1,0,1,0,53145
2019-01,Mississippi,1777,0,6833,5707,371,305,0,20,13,1,1369,1003,3,0,0,0,0,0,7,5,2,0,0,0,17416
2019-01,Missouri,2194,0,16244,12657,1805,868,0,13,6,1,1418,912,9,301,26,3,0,0,96,83,17,1,3,0,36657
2019-01,Montana,1206,90,2097,2753,278,201,5,6,6,0,336,675,1,24,11,0,0,0,4,2,0,0,0,0,7695
2019-01,Nebraska,4449,255,125,1711,32,3,0,0,0,0,3,42,0,4,9,0,0,0,0,2,0,0,0,0,6635
2019-01,Nevada,2439,0,5001,2386,407,257,0,0,1,0,319,109,0,1,0,0,0,0,0,0,0,0,0,0,10920
2019-01,New Hampshire,1408,0,4672,2529,118,1,312,0,20,0,0,8,0,75,5,5,0,0,0,3,0,0,0,0,9156
2019-01,New Jersey,0,0,3508,3084,170,0,0,0,0,0,0,0,0,0,0,0,0,0,73,52,4,0,1,0,6892
2019-01,New Mexico,979,0,4987,3778,657,289,0,5,4,1,412,405,3,45,0,0,0,0,2,4,0,0,0,0,11571
2019-01,New York,3838,2172,9271,11257,1804,230,0,1,0,1,52,27,8,28,65,2,1,5,321,262,25,8,10,0,29388
2019-01,North Carolina,29088,0,1409,10951,1148,201,0,13,17,1,1846,1508,10,1,0,0,8,5,9,13,0,1,1,0,46230
2019-01,North Dakota,582,0,1425,2015,147,102,7,0,4,0,62,96,2,0,0,0,0,0,7,9,1,0,0,0,4459
2019-01,Ohio,13134,738,19573,12290,1648,828,0,19,5,3,1005,499,1,61,12,1,0,0,24,10,4,0,1,0,49856
2019-01,Oklahoma,4889,0,10411,8202,1419,813,14,18,9,3,1644,1277,18,0,0,0,0,0,32,31,10,2,1,0,28793
2019-01,Oregon,5296,369,13630,9117,0,11,1,0,0,0,0,0,0,160,84,0,0,0,0,0,0,0,0,0,28668
2019-01,Pennsylvania,24429,0,40144,11833,7,0,211,0,0,0,0,0,0,658,138,0,0,0,0,0,0,0,0,0,77420
2019-01,Puerto Rico,0,0,2030,156,111,42,0,0,0,1,21,4,0,0,0,0,0,0,1,0,0,1,1,0,2368
2019-01,Rhode Island,0,0,1054,662,96,167,0,0,0,0,5,1,0,32,52,1,0,0,12,5,2,4,0,0,2093
2019-01,South Carolina,5528,82,9696,5459,824,340,0,10,4,0,953,476,4,124,15,1,0,0,18,12,0,0,0,0,23546
2019-01,South Dakota,1204,0,2154,2808,222,127,0,2,3,0,120,154,0,0,0,0,0,0,1,6,1,0,1,0,6803
2019-01,Tennessee,20155,0,22848,13776,1315,0,0,0,0,0,0,0,0,61,10,2,0,0,0,0,0,0,0,0,58167
2019-01,Texas,37167,0,39240,27842,3727,2179,2,66,43,1,6007,3393,37,48,9,0,0,0,69,58,13,1,0,0,119902
2019-01,Utah,18110,23,3017,2834,344,0,0,3,1,0,229,270,0,162,55,34,0,0,0,0,0,0,0,0,25082
2019-01,Vermont,0,0,1124,1092,133,50,2,0,0,1,3,4,1,0,0,0,0,0,2,5,0,0,0,0,2417
2019-01,Virgin Islands,84,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
2019-01,Virginia,1061,118,20600,12813,3209,0,0,0,0,0,0,0,0,44,12,0,0,0,0,0,0,0,0,0,37857
2019-01,Washington,18889,53,17487,10889,3622,863,7,15,8,4,1148,834,26,563,125,13,0,0,776,622,85,15,5,2,56051
2019-01,West Virginia,2438,0,5355,4964,379,382,4,8,9,0,917,829,1,10,0,0,0,0,15,9,0,0,0,0,15320
2019-01,Wisconsin,11124,300,12204,9154,1310,43,0,0,0,9,112,149,6,97,30,3,0,0,0,4,0,0,0,0,34545
2019-01,Wyoming,357,11,1530,1621,175,99,2,0,4,0,112,153,3,0,0,0,0,0,3,4,1,0,0,0,4075